indice_california_housing,Ingreso mediano (decenas de miles de USD),Edad mediana de las viviendas (años),Habitaciones promedio por hogar,Dormitorios promedio por hogar,Población del bloque censal,Ocupantes promedio por hogar,Latitud,Longitud,valor_real,Regresión lineal,Regresión polinomial (grado 2),Regresión log-lineal,Árbol de decisión
6951,3.0577,41.0,4.854838709677419,1.0161290322580645,1002.0,4.040322580645161,33.99,-118.07,1.633,1.8672749282724763,1.5753028237531665,1.7060458389040463,1.593
16495,2.9083,32.0,5.586056644880174,1.1176470588235294,1198.0,2.610021786492375,37.8,-120.99,1.134,1.3737157307468,1.2251342378952266,1.2725721484518315,1.2356410256410257
18680,3.1563,22.0,8.420689655172414,2.1517241379310343,1301.0,4.4862068965517246,36.85,-121.91,3.0,2.6389895172466877,2.7430504121081176,2.5328904208832386,3.0425
17011,5.1207,34.0,5.063938618925831,0.9846547314578005,970.0,2.4808184143222505,37.53,-122.28,3.109,3.019795433334012,3.1590946597980527,2.8652553610299982,3.2490572357723586
11370,3.6696,19.0,4.868811881188119,1.2054455445544554,1251.0,3.0965346534653464,33.71,-117.99,2.188,2.160092456597847,2.2179947316257405,2.0057975771278147,1.6980914893617025
2140,2.6726,32.0,5.005102040816326,1.0178571428571428,1005.0,2.563775510204082,36.77,-119.75,0.704,1.1566014104063325,1.0500694602693046,1.1176905204362062,0.7265511811023622
1692,6.5006,16.0,7.445,1.0275,1531.0,3.8275,38.0,-122.25,2.377,2.987597754743049,2.8191080648133457,2.849070836077873,3.1098444444444446
14966,1.8856,17.0,4.62156862745098,1.1745098039215687,1423.0,2.7901960784313724,32.74,-117.0,1.188,1.3250304798634511,1.2238211881123462,1.3737081400845543,1.3769230769230767
2754,1.4828,24.0,4.248322147651007,0.9228187919463087,1083.0,3.634228187919463,32.67,-115.49,0.731,0.4334935392805319,0.2233463790109289,0.7301869578884006,0.6101666666666666
19553,1.0801,28.0,3.2296918767507004,1.1764705882352942,1043.0,2.9215686274509802,37.62,-121.0,0.75,0.9303290644510693,0.9291217530252329,0.996575147118695,2.321653194444445
3481,8.8467,17.0,7.608040201005025,1.0402010050251256,2144.0,3.591289782244556,34.3,-118.52,4.507,3.974888195724339,3.943402948139685,4.139439368431801,4.088347826086957
1457,5.7512,26.0,7.241758241758242,0.967032967032967,817.0,2.9926739926739927,37.97,-121.97,2.402,2.6218618846353348,2.5146683152459115,2.3998145237024544,2.2165000000000004
2698,1.9939,38.0,5.0588235294117645,1.053475935828877,1175.0,3.141711229946524,32.82,-115.38,0.658,0.6921939142901503,0.3972572787653468,0.8285672669741726,0.6719375
13888,2.0,15.0,6.479423868312757,1.4670781893004115,1281.0,2.6358024691358026,34.85,-116.51,0.647,0.25947044522531115,0.788297295184968,0.577856198107856,0.7630526315789475
7983,4.0658,44.0,4.523456790123457,0.9901234567901235,1056.0,2.6074074074074076,33.87,-118.18,1.751,2.4722841706476095,2.6897796905320033,2.2369217027883104,2.0675079006772012
3964,3.5,21.0,4.304913294797688,1.0751445086705202,1824.0,2.6358381502890174,34.2,-118.58,2.237,2.1215940029457725,2.2475981950386377,1.983654022944037,2.0675079006772012
20586,2.7955,23.0,5.442424242424242,1.1515151515151516,939.0,2.8454545454545452,38.69,-122.03,0.963,1.3569602709176338,1.2078393110862298,1.2810213749855976,1.1184398496240606
16872,5.8783,34.0,6.326820603907637,1.0035523978685612,1542.0,2.738898756660746,37.6,-122.42,4.051,3.248030966691031,3.4296354528770325,3.171170024876451,3.384902920353981
16956,5.3261,38.0,6.267515923566879,1.089171974522293,429.0,2.732484076433121,37.53,-122.3,3.768,3.09315799262503,3.220658230721363,2.947569899143258,3.0211829032258066
14459,11.3074,42.0,8.363363363363364,1.1681681681681682,833.0,2.5015015015015014,32.82,-117.31,5.00001,5.432126733327568,5.73530111954676,6.731308900388853,4.913341333333335
803,3.5541,20.0,3.8488372093023258,1.0465116279069768,857.0,1.9930232558139536,37.64,-122.06,3.5,2.2394115161090964,2.315332603644779,2.057854554501646,2.9370703488372105
20355,1.9811,16.0,6.10472972972973,1.1689189189189189,587.0,1.9831081081081081,34.19,-118.96,1.625,1.416779331830703,1.2010263791008193,1.4944455498954445,1.450416666666667
10217,2.9076,52.0,4.386609071274298,1.0928725701943844,1191.0,2.572354211663067,33.87,-117.91,1.773,2.0105153458165037,2.1956220822738657,1.7848350848608532,1.9871230769230763
5116,1.2273,41.0,3.3380681818181817,0.9659090909090909,1241.0,3.5255681818181817,33.96,-118.28,0.984,1.2987466710063416,0.9975121669821034,1.3097641889747011,1.4618837209302329
9992,2.3062,16.0,5.2631578947368425,1.0368421052631578,508.0,2.6736842105263157,39.09,-121.11,1.388,0.4362080171029712,0.9722378298306069,0.6686618331646608,0.8601019387755103
8395,4.875,26.0,6.9,1.15,100.0,5.0,33.96,-118.37,1.75,2.53056500207361,2.2526271741713053,2.3641915555910176,2.1734680851063817
18534,2.5417,43.0,4.6594827586206895,1.0969827586206897,1208.0,2.603448275862069,36.97,-122.01,2.609,2.205096263352493,2.3249840999388116,2.073201203177054,1.6771111111111112
2797,2.2574,23.0,6.018229166666667,1.2682291666666667,1019.0,2.6536458333333335,36.63,-118.18,1.047,0.33143258169120604,0.7446597153885424,0.5901865874455052,0.4948
11218,4.6696,17.0,4.841911764705882,0.9411764705882353,679.0,2.4963235294117645,33.8,-117.92,1.595,2.3208118744296127,2.3660213051319987,2.138543590462656,2.0204405504587157
8610,5.0784,37.0,6.096551724137931,1.0827586206896551,802.0,2.7655172413793103,33.86,-118.36,2.959,2.8193133670554555,3.055164887237672,2.638691941589195,2.684588697916666
14649,3.2679,30.0,3.9,1.125,77.0,1.925,32.77,-117.2,1.375,2.2017927242890725,2.5618917891228223,2.0176959815984263,2.2976666666666667
9854,6.918,32.0,6.87719298245614,0.9824561403508771,262.0,2.2982456140350878,36.59,-121.89,5.00001,3.8089515017736892,4.3840731171605745,3.9986815830752587,4.580190625
10476,5.4622,17.0,6.417910447761194,1.0776119402985074,1194.0,3.564179104477612,33.6,-117.69,2.27,2.5683177140745577,2.4885277881944132,2.3905701941563984,2.20485294117647
5711,3.4531,41.0,5.105154639175257,1.043298969072165,1271.0,2.620618556701031,34.22,-118.24,2.639,2.016727647737781,2.028429545403482,1.8211657002273873,2.0675079006772012
13206,3.625,16.0,4.404833836858006,0.8912386706948641,912.0,2.7552870090634443,34.06,-117.71,1.604,1.6555843543140987,1.6181281581318414,1.5463731672996763,2.0675079006772012
5107,3.0682,43.0,5.340101522842639,0.9974619289340102,1132.0,2.8730964467005076,33.94,-118.31,1.42,1.9459029710374884,1.8987980666543787,1.8059742766152636,1.417333333333333
7030,4.0357,36.0,5.103448275862069,1.0344827586206897,946.0,4.077586206896552,33.96,-118.1,1.625,2.266759238781595,2.04821027342709,2.0531960845896218,1.6980914893617025
8460,3.5313,39.0,5.660194174757281,1.0776699029126213,640.0,3.1067961165048543,33.9,-118.36,2.304,2.176778438659908,2.1817041374305477,2.0113748103728333,2.0095447154471544
17148,7.3681,38.0,6.815789473684211,0.9924812030075187,1350.0,2.537593984962406,37.43,-122.2,5.00001,3.8634407520727647,4.204230606211969,3.9592791656181063,4.580190625
17965,4.7083,20.0,5.521039603960396,1.0693069306930694,2042.0,2.527227722772277,37.32,-121.99,2.177,2.6685876886124262,2.6995822215879133,2.5380736954925656,2.59930025
9002,3.825,48.0,6.168421052631579,1.0789473684210527,497.0,2.6157894736842104,33.99,-118.34,1.83,2.289962976854546,2.4606344698296843,2.0827548268735536,2.2003333333333335
17841,3.3884,17.0,4.2933168316831685,1.108910891089109,2762.0,3.4183168316831685,37.43,-121.88,2.458,2.1311427675202586,2.103875199901577,2.000901084905523,1.6980914893617025
19167,1.6267,23.0,4.263586956521739,1.125,1031.0,2.801630434782609,38.42,-122.71,1.292,1.3653952536187788,1.110304613244701,1.365267732139968,1.7795333333333332
9243,1.4712,12.0,5.251937984496124,1.1143410852713178,1724.0,3.3410852713178296,36.98,-120.06,0.604,0.5102912369374306,0.5639835322181856,0.7963889777022857,0.8206028708133976
2559,1.75,50.0,4.096385542168675,0.891566265060241,235.0,2.8313253012048194,40.81,-124.15,0.675,1.1438256547431793,0.7159699997243458,1.0887490223454095,0.8393333333333333
18674,4.4485,21.0,6.097039473684211,1.2351973684210527,1420.0,2.335526315789474,36.97,-121.9,2.952,2.730460295264169,2.8798228910579993,2.6297188874733832,2.9370703488372105
11678,5.2548,35.0,6.018115942028985,0.9855072463768116,949.0,3.4384057971014492,33.85,-117.99,1.926,2.6535769177100583,2.601453460613162,2.43180639498113,2.20485294117647
6933,3.5469,36.0,4.283625730994152,1.0614035087719298,1538.0,4.497076023391813,34.01,-118.09,1.506,2.141625553006249,1.8985304649783377,1.9315466021917809,1.6980914893617025
9042,4.6417,17.0,6.8292011019283745,1.0743801652892562,1219.0,3.3581267217630852,34.69,-118.12,1.257,1.8765237875748344,1.793661160882956,1.7106133205280925,1.4928
19688,2.2431,41.0,4.799163179916318,1.0167364016736402,583.0,2.4393305439330546,39.13,-121.62,0.634,0.8975523659648768,0.7568690174108184,0.903178904843136,0.7766740740740745
12868,4.5432,2.0,7.6216498433693,1.222763661677689,8652.0,3.011486251305256,38.72,-121.35,1.513,1.4001933216483582,1.587941075435303,1.3686014809227895,1.6465507246376807
3984,6.0094,30.0,6.363395225464191,0.9893899204244032,1062.0,2.816976127320955,34.19,-118.64,2.456,3.0451282265109167,3.2181522458626333,2.9058515178509956,3.384902920353981
11037,12.2092,20.0,8.836990595611285,1.0,1019.0,3.19435736677116,33.82,-117.81,5.00001,5.226939569568529,4.564419308692218,6.2888766375397,4.994736363636365
5601,4.0,38.0,4.391044776119403,0.982089552238806,1207.0,3.6029850746268655,33.8,-118.28,1.655,2.4633926811673965,2.4949617513161324,2.2652485494239505,1.6980914893617025
13445,3.3553,21.0,5.517515923566879,1.017515923566879,2292.0,3.6496815286624202,34.07,-117.45,1.135,1.4219549136732137,1.1750733848456882,1.368267262575603,1.1491942446043166
16169,2.9201,32.0,3.7255244755244754,1.0926573426573427,1229.0,2.1486013986013988,37.79,-122.55,3.222,2.2712332755228846,2.4730030278929904,2.101544748458535,3.524500454545454
8843,3.6207,27.0,3.9307201458523244,1.1066545123062899,1634.0,1.4895168641750227,34.09,-118.39,3.625,2.2731188215367095,2.7154765931004508,2.0830641632178786,4.200291730769228
19855,2.3365,22.0,6.468085106382978,1.1808510638297873,1076.0,3.8156028368794326,36.35,-119.45,0.696,0.8974290749621707,0.7796998863883038,1.0009760228815177,0.5483333333333333
7434,2.84,41.0,4.07900677200903,0.9977426636568849,1628.0,3.674943566591422,33.94,-118.21,1.561,1.9326040512530533,1.8171120577780977,1.775210277212346,1.6381940298507462
14763,2.0734,21.0,3.833605220228385,1.0880913539967374,1621.0,2.6443719412724307,32.59,-117.1,0.875,1.584136807424033,1.612085324303879,1.571161692128189,1.171109589041096
11617,3.6442,17.0,4.584586466165414,1.0413533834586466,1161.0,2.1823308270676693,33.8,-118.07,1.931,2.036113048057372,2.162115377736354,1.9074610329775417,1.7236739130434784
11217,4.2731,34.0,5.451117318435754,1.0013966480446927,2054.0,2.868715083798883,33.8,-117.93,2.18,2.280489691586671,2.2773021276305383,2.0896710542045738,2.3668121212121216
7497,2.0486,42.0,4.385057471264368,1.0977011494252873,754.0,4.333333333333333,33.93,-118.25,1.018,1.6487842128200578,1.2879464837931718,1.5533259698921542,1.168242424242424
4985,1.6892,52.0,5.586956521739131,1.1195652173913044,939.0,3.402173913043478,34.0,-118.31,1.291,1.4532186449958815,1.1365173888480362,1.412223373965808,1.168242424242424
16424,2.6842,44.0,5.169642857142857,1.0089285714285714,1094.0,4.883928571428571,37.88,-121.38,1.563,1.483825291746876,0.8895583042401056,1.3533853478195357,1.6771111111111112
14513,4.8229,10.0,5.4,0.9908045977011494,1598.0,3.6735632183908047,32.91,-117.15,1.832,2.32520820331794,2.240468288377735,2.1955053003674516,1.797610169491524
7439,2.3882,42.0,3.786697247706422,1.061926605504587,1559.0,3.5756880733944953,33.95,-118.19,1.481,1.8135488635528363,1.759867933540634,1.6694102681532619,1.6381940298507462
4678,15.0001,52.0,8.78061224489796,0.9948979591836735,688.0,3.510204081632653,34.08,-118.34,5.00001,6.913557001141341,5.900394379550504,10.639014489117187,4.999921329113908
10806,5.6637,20.0,5.686396677050882,1.1142263759086188,2327.0,2.416407061266874,33.65,-117.94,2.221,2.8959708547870227,3.1190354145518517,2.7449480181795494,3.0636666666666668
4148,3.3326,52.0,3.8916256157635467,1.0492610837438423,1462.0,3.600985221674877,34.12,-118.2,1.676,2.2447409927793474,2.3016814730666617,1.9788412157405513,1.813153846153846
5815,2.506,25.0,3.374717832957111,1.0474040632054176,5217.0,2.944130925507901,34.14,-118.25,1.845,1.681588444685142,1.8802040375157354,1.6188865211447352,2.1658684868421063
15806,3.3702,52.0,4.576744186046511,1.0976744186046512,784.0,1.8232558139534885,37.76,-122.44,3.7,2.533557180773661,2.952549742363634,2.2941344869445115,3.2665631250000007
16040,3.5156,42.0,4.794621026894865,1.0440097799511003,1211.0,2.960880195599022,37.71,-122.47,2.394,2.4617780410875794,2.4994294989581762,2.2730471095996854,2.0675079006772012
7014,3.9773,36.0,5.242718446601942,0.9644012944983819,1258.0,4.0711974110032365,33.97,-118.08,1.667,2.155014620500179,1.9069351226441449,1.96325346755154,1.7495862068965513
6866,2.4286,25.0,4.0462633451957295,1.0427046263345197,800.0,2.8469750889679717,34.06,-118.12,2.333,1.546872216203164,1.4933314297211076,1.4816197317384994,1.8302134831460672
18536,2.5368,35.0,4.201570680628272,1.0261780104712042,743.0,1.9450261780104712,36.97,-122.01,2.4,2.1293901460269398,2.275728158340152,2.015917873849931,2.1326419402985084
1870,2.32,25.0,4.517676767676767,1.3535353535353536,1134.0,2.8636363636363638,38.95,-119.94,0.913,0.41926211536395463,0.617207769275355,0.5714244643025936,1.0022857142857144
3572,8.6454,31.0,8.062404870624048,1.0106544901065448,1986.0,3.0228310502283104,34.24,-118.51,4.835,3.964712284200204,4.219447699424388,4.097090869391243,4.998052340425534
7256,3.6583,37.0,4.382352941176471,1.0980392156862746,1233.0,4.029411764705882,34.0,-118.16,1.505,2.2546735499613613,2.1250346476277833,2.0313697244113933,1.6980914893617025
19572,2.0493,19.0,4.186486486486486,0.9972972972972973,770.0,2.081081081081081,37.58,-120.94,0.995,1.0136398380911598,1.0924468948657773,1.070855166417703,1.343294117647059
3739,2.9327,42.0,4.7270531400966185,0.9396135265700483,985.0,2.3792270531400965,34.18,-118.39,2.402,1.8416691008718789,1.8503294298544166,1.6998090573322395,2.0373124999999996
351,2.5122,45.0,4.75,1.06198347107438,1437.0,2.96900826446281,37.76,-122.16,0.955,1.9044027472604068,1.7593265080691218,1.7460437099526858,1.6771111111111112
10743,10.3682,37.0,8.077922077922079,1.1233766233766234,394.0,2.5584415584415585,33.61,-117.92,5.00001,4.895849343793307,4.863541633327215,5.584726239717073,4.999921329113908
6472,4.2898,40.0,5.224867724867725,1.029100529100529,1116.0,2.9523809523809526,34.09,-118.06,2.516,2.3321770961648145,2.304346605565512,2.084337264941251,2.0026875
15062,1.3291,16.0,3.8318670576735094,1.0694037145650048,2612.0,2.5532746823069403,32.8,-116.96,1.208,1.0365803436209982,0.8360392570221198,1.1840438814309304,1.171109589041096
12973,4.1563,26.0,5.684426229508197,0.9262295081967213,807.0,3.307377049180328,38.67,-121.31,1.357,1.4851791293976109,1.2857983116279408,1.3063098081994995,1.3038571428571426
3941,4.8333,34.0,4.647859922178989,1.0136186770428015,1560.0,3.035019455252918,34.21,-118.59,2.254,2.755017976761661,2.910025574084182,2.549095338414376,2.0026875
4115,4.0439,27.0,4.9875,1.115,1417.0,1.77125,34.14,-118.42,5.00001,2.3306767097626353,2.596645311597886,2.1451569562622064,3.6249470270270288
3366,3.4643,16.0,5.072423398328691,1.0027855153203342,969.0,2.6991643454039,40.31,-120.49,0.851,0.17059786064644955,1.0253396766580327,0.4345426484392759,1.1340000000000001
9022,5.8788,12.0,7.780310880829015,1.0963730569948187,2484.0,2.5740932642487047,34.11,-118.84,5.00001,2.83883454516444,2.96482398344756,2.8130604615399473,2.2755714285714284
7438,3.0833,41.0,4.384615384615385,0.9903846153846154,1244.0,3.9871794871794872,33.95,-118.19,1.648,1.9851218078812214,1.7742015249826835,1.814244411121968,1.6980914893617025
13003,2.7388,15.0,4.077071290944123,1.0096339113680155,866.0,1.6685934489402698,38.67,-121.27,1.116,0.9940685326251042,1.2398949378614883,0.9977736144096312,1.4082222222222223
12896,3.8068,12.0,4.906194690265487,1.023008849557522,1335.0,2.3628318584070795,38.64,-121.34,1.61,1.3918581504502303,1.4309636846396068,1.2649482104254082,1.1088
1642,5.5601,4.0,7.220008478168715,1.079270877490462,7653.0,3.2441712590080543,37.97,-121.78,2.137,2.3156013673909968,2.135471116480103,2.2159223008370654,2.184285714285714
20089,2.9457,21.0,10.845814977973568,2.1277533039647576,1175.0,2.5881057268722465,38.03,-120.25,1.165,1.0085656450600489,1.2790930396377698,0.998865817359528,1.2190833333333335
18505,9.5908,37.0,4.352941176470588,1.1176470588235294,63.0,3.7058823529411766,37.14,-121.98,3.5,5.277552315280958,4.510119733642196,6.307698933831227,4.3574019999999996
8344,4.0625,35.0,4.794466403162056,1.1225296442687747,742.0,2.932806324110672,33.93,-118.34,1.599,2.497252227563349,2.636971246987417,2.2860777119442695,2.0675079006772012
4219,3.1445,45.0,4.840361445783133,0.9969879518072289,633.0,1.9066265060240963,34.11,-118.28,4.383,1.9808887025757147,2.168714183304102,1.7939928469742523,3.2665631250000007
1713,4.6944,26.0,6.157258064516129,0.9919354838709677,1495.0,3.0141129032258065,38.01,-122.32,1.711,2.434503146577522,2.254561562101663,2.2523284771483647,1.6033541666666669
8785,3.6797,21.0,4.233418367346939,1.0420918367346939,3240.0,2.066326530612245,33.79,-118.32,2.711,2.24363800520094,2.5188151692711687,2.1283008993860233,3.1287999999999996
17306,2.7275,17.0,5.574285714285714,1.0514285714285714,681.0,1.9457142857142857,34.38,-119.55,5.00001,1.9108669679259813,1.8491396515774465,1.9157702988050485,3.048625
19558,2.5993,33.0,4.1016260162601625,0.967479674796748,1027.0,4.17479674796748,37.6,-121.02,0.68,1.4020604760395694,0.9838124366268779,1.2990570953283815,1.3590212765957446
3820,2.6957,23.0,3.667953667953668,1.111969111969112,2249.0,2.8944658944658945,34.2,-118.48,1.917,1.8424188800457308,1.9932036143314231,1.733829266200587,2.1658684868421063
11581,5.8053,24.0,6.4576271186440675,0.9813559322033898,1818.0,3.08135593220339,33.77,-118.03,2.559,2.786579607503147,2.821338976389508,2.6306959706892985,2.669019607843137
4484,2.2961,46.0,3.4318181818181817,0.9015151515151515,533.0,4.037878787878788,34.06,-118.2,1.125,1.687874860145247,1.3692428450106549,1.5501766458389832,1.3590212765957446
14734,3.7292,14.0,5.423931623931624,1.0239316239316238,1451.0,2.4803418803418804,32.81,-117.02,1.822,1.8864846515976075,1.87367591136592,1.8057214097007535,1.4865625000000005
119,5.2868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,3.476,2.848559487760996,3.0059937847576057,2.6252347900238013,3.2490572357723586
18018,5.0863,30.0,5.4784053156146175,1.053156146179402,1532.0,2.5448504983388704,37.25,-121.95,3.32,2.9410488924096496,3.079598574426904,2.7954560599707188,2.684588697916666
16497,2.7857,20.0,5.11018711018711,1.0207900207900207,1227.0,2.550935550935551,37.79,-120.98,1.109,1.1848601644564596,1.1559510335838374,1.1703853055252482,1.2356410256410257
3711,3.6875,13.0,4.049166666666666,1.0775,3351.0,2.7925,34.2,-118.4,2.119,2.079591586604368,2.2583349060620477,1.956397096614774,2.0675079006772012
3901,4.2344,33.0,4.930084745762712,1.0148305084745763,1166.0,2.4703389830508473,34.2,-118.51,2.625,2.4150186401510583,2.5517669914717978,2.2137909825620143,2.3668121212121216
20149,4.075,28.0,5.815831987075929,1.0347334410339257,3793.0,3.0638126009693054,34.38,-119.12,2.379,2.3828068233131243,2.3611692413108227,2.2975704097153944,2.0095447154471544
7495,2.85,38.0,3.2142857142857144,0.7678571428571429,246.0,4.392857142857143,33.93,-118.25,0.9,1.8563442356784474,1.4940069186629903,1.711852035705956,1.3590212765957446
8673,4.5179,35.0,5.1980676328502415,1.0966183574879227,902.0,2.178743961352657,33.83,-118.38,4.272,2.6931749323544336,3.0534920588360013,2.5065959550633536,3.2580940654205603
14548,5.9806,15.0,6.094594594594595,1.1452702702702702,673.0,2.2736486486486487,32.94,-117.25,3.705,2.9661606868217567,3.1128683938624517,2.823221123184255,4.085835
1077,3.0625,8.0,5.283194057567316,1.1039925719591457,2887.0,2.680594243268338,39.73,-121.79,1.163,0.7692658689665473,1.2019486858413166,0.8611828502221581,0.9439714285714282
11688,2.735,18.0,4.049306625577812,1.1093990755007703,2276.0,3.5069337442218798,33.88,-118.0,1.708,1.6863272519726,1.647652915073751,1.6137626631217383,1.6381940298507462
3474,6.6458,31.0,5.965986394557823,0.9948979591836735,1957.0,3.328231292517007,34.28,-118.49,2.855,3.2872556820400938,3.328512356052327,3.1465501598695678,3.384902920353981
11915,3.1384,46.0,5.627249357326479,1.0874035989717223,866.0,2.2262210796915167,33.95,-117.4,1.115,1.6455467558706303,1.5905290131545309,1.4727589109197456,1.16325
2189,3.6,22.0,4.851449275362318,0.9094202898550725,820.0,2.971014492753623,36.72,-120.08,0.832,1.5725398612065997,1.4402350596070612,1.4401279227511705,2.0675079006772012
936,5.0838,20.0,6.116037735849057,1.0075471698113208,3526.0,3.3264150943396227,37.54,-122.06,2.482,2.6474961877657774,2.5246657917070854,2.5289431820583155,2.288930232558139
17038,4.6366,40.0,5.311764705882353,1.0215686274509803,1156.0,2.2666666666666666,37.49,-122.25,3.955,2.8634417581792806,3.1025398466770966,2.687651049225366,3.2580940654205603
5900,3.1823,12.0,3.7505882352941176,1.0952941176470588,2118.0,2.491764705882353,34.17,-118.31,2.183,1.871076886936291,2.0626587225850637,1.7625972744197522,2.0675079006772012
18294,7.6229,35.0,7.2251461988304095,1.0204678362573099,881.0,2.5760233918128654,37.39,-122.1,5.00001,3.894261966726987,4.133798739960555,4.000551868035255,4.580190625
1182,2.9965,20.0,5.839160839160839,1.0909090909090908,1174.0,2.7365967365967365,39.49,-121.49,0.889,0.7514515063068248,1.021841835880725,0.8261345993950708,0.7345217391304347
606,2.8512,43.0,5.545774647887324,1.1408450704225352,740.0,2.6056338028169015,37.69,-122.08,1.81,1.9980623452474044,1.9011885619430384,1.8233456873496876,1.6771111111111112
17466,5.4197,24.0,5.923497267759563,1.0191256830601092,934.0,2.551912568306011,34.45,-119.83,2.809,3.207897225635543,3.6856661873011234,3.2509947727288937,3.2490572357723586
4720,3.0862,35.0,4.6978967495219885,1.0554493307839388,1159.0,2.216061185468451,34.05,-118.37,3.453,1.982903863316971,2.1133149156482416,1.833264803685168,2.835598712121211
6285,4.9342,23.0,5.735798016230839,1.0532010820559061,4580.0,4.129846708746618,34.04,-117.93,1.81,2.365280274893795,2.3139858934399204,2.1899104807547025,2.1734680851063817
7071,5.3016,33.0,6.123393316195373,1.038560411311054,1339.0,3.442159383033419,33.94,-118.02,1.922,2.658116676438002,2.6008128363286613,2.435770032671087,2.20485294117647
20635,1.5603,25.0,5.045454545454546,1.1333333333333333,845.0,2.5606060606060606,39.48,-121.09,0.781,0.11879577460246504,0.6528949158812083,0.48619264685982494,0.6606528099173556
19516,1.3036,52.0,9.136363636363637,1.5909090909090908,74.0,3.3636363636363638,37.64,-121.01,0.75,0.8564740449853578,0.45918516524639164,0.9579508181628746,1.9315016666666667
1599,8.0448,35.0,7.672176308539945,0.9972451790633609,1001.0,2.757575757575758,37.88,-122.12,4.333,3.812334034874781,3.7671520805679837,3.803878847465004,4.4698787499999995
6149,4.0,26.0,5.068840579710145,1.0036231884057971,1285.0,4.655797101449275,34.1,-117.97,1.601,2.015719397153613,1.6514773005044177,1.8349495557231537,1.6980914893617025
12164,2.5221,7.0,5.098591549295775,1.087323943661972,931.0,2.6225352112676057,33.74,-117.22,1.092,1.0634753475970964,1.179197701141085,1.1502630425718459,0.9443571428571428
12827,4.0625,10.0,5.916859122401847,1.0623556581986142,1478.0,3.4133949191685913,38.7,-121.42,0.962,1.398825786669187,1.4350310241968611,1.2855721636017168,1.380823182711198
11799,4.4769,16.0,5.8655462184873945,1.0028011204481793,1092.0,3.0588235294117645,38.87,-121.27,1.914,1.468403292993394,1.4076470387291071,1.2895646893113217,1.6465507246376807
11716,5.5456,18.0,36.075471698113205,5.273584905660377,241.0,2.2735849056603774,39.19,-120.1,3.6,0.9491284335342138,5.226415694115402,0.9924163855957044,1.6456666666666666
19275,5.038,9.0,5.428415300546448,0.9672131147540983,2581.0,2.8207650273224045,38.42,-122.79,1.856,2.5240831055963127,2.343926684662285,2.3854047559117975,1.782875
12273,2.3355,18.0,5.711722488038277,1.0598086124401913,1868.0,2.2344497607655502,33.97,-117.01,1.188,0.8013933865457454,0.7796821171065234,0.9583834611576385,1.0660612244897962
208,1.6198,30.0,4.357142857142857,1.0357142857142858,425.0,3.0357142857142856,37.79,-122.23,1.227,1.4056018117977604,1.0584198062688261,1.3975463317573977,1.138411764705883
13375,5.3638,3.0,6.444695259593679,1.0372460496613995,2874.0,3.2437923250564333,34.14,-117.55,2.063,2.063425914915957,2.010712225510055,1.9023734290685153,2.083030303030303
13416,4.3397,24.0,6.508045977011494,1.0988505747126436,1582.0,3.636781609195402,34.06,-117.46,1.956,1.8443661330820227,1.6440872944884708,1.670471082359902,1.3805932203389832
14274,1.875,48.0,3.4025974025974026,0.9956709956709957,917.0,3.9696969696969697,32.7,-117.13,0.756,1.7020388534416746,1.522883330686155,1.5921276038104488,1.0891764705882352
19745,3.5,10.0,5.72791519434629,1.1236749116607774,866.0,3.060070671378092,40.25,-122.35,1.043,0.9729274156608527,1.245509364659665,0.9596867440707062,1.380823182711198
4104,4.3333,39.0,5.7913669064748206,1.0,511.0,1.8381294964028776,34.13,-118.35,3.859,2.363458458617755,2.597508046027463,2.1493060583703354,3.6249470270270288
14146,2.7661,38.0,4.682266009852217,0.9655172413793104,1099.0,2.706896551724138,32.74,-117.07,1.139,1.7844521829653572,1.7267224485962809,1.6823607527724858,1.3503230769230767
1788,1.6,43.0,3.324324324324324,0.963963963963964,371.0,3.3423423423423424,37.94,-122.36,0.794,1.5867546380651059,1.283838392191959,1.4888710449968126,3.0353366666666663
2174,2.0446,9.0,4.035335689045937,1.1095406360424027,620.0,2.1908127208480566,36.77,-119.85,0.813,0.8880393292107347,1.2014554377429456,0.9850920646574319,0.6422727272727272
8393,3.0393,17.0,4.235802469135803,1.1530864197530863,2365.0,2.919753086419753,33.96,-118.36,1.292,1.9487904539946233,2.0868728836424557,1.8522873090881493,2.1658684868421063
3335,1.5739,16.0,5.914572864321608,1.2060301507537687,519.0,2.608040201005025,38.87,-122.64,0.735,0.9159443075559355,0.7421662501880502,1.0556657279798056,1.7327142857142857
1427,4.5707,27.0,5.489795918367347,0.95578231292517,1666.0,2.8333333333333335,38.01,-122.03,1.759,2.3172418915340036,2.1188945618285855,2.099842256454817,1.7446666666666664
3503,3.3603,29.0,4.584905660377358,1.1293800539083558,1616.0,4.355795148247979,34.27,-118.44,1.424,2.04890531650482,1.8533290033269365,1.879882805333903,1.6980914893617025
4741,2.5806,47.0,4.739057239057239,1.1430976430976432,1533.0,2.580808080808081,34.05,-118.35,2.341,1.9255907463039845,2.1066600235842805,1.7618039588557277,1.417333333333333
17013,3.5445,25.0,3.872651356993737,1.0594989561586639,2068.0,2.1586638830897704,37.53,-122.28,2.867,2.429510619927145,2.6553923590785207,2.2759386902320813,2.30386
