modelo,capa,tipo,origen,destino,valor
mlp,2,peso,h1,h2,-0.2578649209244847
mlp,2,peso,h1,h3,1.2692856833162494
mlp,2,peso,h1,h4,0.6421787649251587
mlp,2,peso,h1,h5,0.157180065452523
mlp,2,peso,h1,h6,0.16419217975947994
mlp,2,peso,h1,h7,0.825485669386264
mlp,2,peso,h1,h8,-1.332590960206004
mlp,2,peso,h2,h1,-0.43290860533669906
mlp,2,peso,h2,h2,-1.0053171097796185
mlp,2,peso,h2,h3,-0.2972166315619393
mlp,2,peso,h2,h4,0.9424078180740317
mlp,2,peso,h2,h5,-1.124452824971994
mlp,2,peso,h2,h6,-1.2439417576836294
mlp,2,peso,h2,h7,0.5928394384634509
mlp,2,peso,h2,h8,0.46982673663856284
mlp,2,peso,h3,h1,0.8909690362021785
mlp,2,peso,h3,h2,0.9566602665524736
mlp,2,peso,h3,h3,0.563024190955494
mlp,2,peso,h3,h4,-0.962654515764358
mlp,2,peso,h3,h5,0.4578827122681256
mlp,2,peso,h3,h6,0.9389943000049045
mlp,2,peso,h3,h7,-0.8543648585608205
mlp,2,peso,h3,h8,-0.468758406209781
mlp,2,peso,h4,h1,1.2791301469035075
mlp,2,peso,h4,h2,0.17975967398737244
mlp,2,peso,h4,h3,-0.6221735418329939
mlp,2,peso,h4,h4,-1.181929264080161
mlp,2,peso,h4,h5,0.33078048427134465
mlp,2,peso,h4,h6,-0.07955602812834214
mlp,2,peso,h4,h7,-1.076077633827528
mlp,2,peso,h4,h8,0.46703367380056093
mlp,2,peso,h5,h1,1.2563057821772272
mlp,2,peso,h5,h2,0.5074606432104777
mlp,2,peso,h5,h3,-0.30793223951644366
mlp,2,peso,h5,h4,-1.3575533925893466
mlp,2,peso,h5,h5,0.5736618062352432
mlp,2,peso,h5,h6,0.6889161558690825
mlp,2,peso,h5,h7,-1.1104397563009158
mlp,2,peso,h5,h8,0.02548434229981221
mlp,2,peso,h6,h1,-0.6823585742144388
mlp,2,peso,h6,h2,-0.49698396189621546
mlp,2,peso,h6,h3,0.9947786332473791
mlp,2,peso,h6,h4,0.9476612707713269
mlp,2,peso,h6,h5,-0.6299392181142675
mlp,2,peso,h6,h6,-0.6673711323117755
mlp,2,peso,h6,h7,0.905840897096894
mlp,2,peso,h6,h8,-1.016266394428405
mlp,2,peso,h7,h1,0.007938747440414765
mlp,2,peso,h7,h2,0.9570235175697848
mlp,2,peso,h7,h3,0.9333687342602627
mlp,2,peso,h7,h4,-0.3857094455195751
mlp,2,peso,h7,h5,0.8890975120541516
mlp,2,peso,h7,h6,0.8309876020482643
mlp,2,peso,h7,h7,-0.13084046214408523
mlp,2,peso,h7,h8,-0.9126535691767703
mlp,2,peso,h8,h1,0.24151659262229774
mlp,2,peso,h8,h2,-1.0783820264029595
mlp,2,peso,h8,h3,-0.543116945300115
mlp,2,peso,h8,h4,0.34784086756533805
mlp,2,peso,h8,h5,-0.9477416902434566
mlp,2,peso,h8,h6,-1.208552309650674
mlp,2,peso,h8,h7,0.06892716396362059
mlp,2,peso,h8,h8,0.8442145535111869
mlp,2,peso,h9,h1,0.8381337235676497
mlp,2,peso,h9,h2,-0.20043810286438063
mlp,2,peso,h9,h3,-0.9692766115190087
mlp,2,peso,h9,h4,-1.2459816871857092
mlp,2,peso,h9,h5,0.06199011009450794
mlp,2,peso,h9,h6,-0.2450748409024465
mlp,2,peso,h9,h7,-1.071412589720536
mlp,2,peso,h9,h8,0.63559120257011
mlp,2,peso,h10,h1,-0.13092114876526448
mlp,2,peso,h10,h2,-1.128490345956985
mlp,2,peso,h10,h3,-0.18177300299216753
mlp,2,peso,h10,h4,0.4860586652810187
mlp,2,peso,h10,h5,-1.2335466328812392
mlp,2,peso,h10,h6,-0.901805607662955
mlp,2,peso,h10,h7,0.3129356584875205
mlp,2,peso,h10,h8,0.7409135250597859
mlp,2,peso,h11,h1,0.6506191865612017
mlp,2,peso,h11,h2,1.1220406878746991
mlp,2,peso,h11,h3,0.7335624425509244
mlp,2,peso,h11,h4,-0.9861267338467001
mlp,2,peso,h11,h5,1.013915197799124
mlp,2,peso,h11,h6,0.698509563813173
mlp,2,peso,h11,h7,-0.7805748459813588
mlp,2,peso,h11,h8,-1.243051304880449
mlp,2,peso,h12,h1,-1.1708487506206648
mlp,2,peso,h12,h2,-0.4034201934355507
mlp,2,peso,h12,h3,1.0668384791941876
mlp,2,peso,h12,h4,1.054178211416831
mlp,2,peso,h12,h5,-0.6486305314974442
mlp,2,peso,h12,h6,-0.7867263797582302
mlp,2,peso,h12,h7,0.5752899823290696
mlp,2,peso,h12,h8,-1.3436853993939861
mlp,2,peso,h13,h1,-0.768464147992368
mlp,2,peso,h13,h2,0.610605738888178
mlp,2,peso,h13,h3,1.1704551297631662
mlp,2,peso,h13,h4,0.17139422798784293
mlp,2,peso,h13,h5,0.7498687199336135
mlp,2,peso,h13,h6,0.7142046876142644
mlp,2,peso,h13,h7,0.47293975033466784
mlp,2,peso,h13,h8,-1.213880318310552
mlp,2,peso,h14,h1,0.8327440821629066
mlp,2,peso,h14,h2,-0.9389313122241688
mlp,2,peso,h14,h3,-0.7690369389462464
mlp,2,peso,h14,h4,-0.37807780346366326
mlp,2,peso,h14,h5,-1.0685910920966681
mlp,2,peso,h14,h6,-0.954386284139371
mlp,2,peso,h14,h7,-0.9136854530188122
mlp,2,peso,h14,h8,0.6752015021932358
mlp,2,peso,h15,h1,1.2658943988855182
mlp,2,peso,h15,h2,0.47370036908565516
mlp,2,peso,h15,h3,-0.5022380702779641
mlp,2,peso,h15,h4,-1.4459252271541163
mlp,2,peso,h15,h5,0.49113928691531367
mlp,2,peso,h15,h6,0.3537159647996377
mlp,2,peso,h15,h7,-1.1376388211580666
mlp,2,peso,h15,h8,0.16458056908009164
mlp,2,peso,h16,h1,-0.3669112522232098
mlp,2,peso,h16,h2,-0.9896418994710646
mlp,2,peso,h16,h3,-0.24819442302969733
mlp,2,peso,h16,h4,0.5470058958114287
mlp,2,peso,h16,h5,-1.1412311176071201
mlp,2,peso,h16,h6,-0.9438596552055496
mlp,2,peso,h16,h7,0.34273155692453305
mlp,2,peso,h16,h8,0.9905986412076457
mlp,2,sesgo,1,h1,-0.043591980934373845
mlp,2,sesgo,1,h2,-0.3815115615223495
mlp,2,sesgo,1,h3,0.09153564312335588
mlp,2,sesgo,1,h4,0.1406586172023797
mlp,2,sesgo,1,h5,-0.3563956436737107
mlp,2,sesgo,1,h6,-0.0013437428854142274
mlp,2,sesgo,1,h7,0.161687327154409
mlp,2,sesgo,1,h8,-0.37979292642567225
mlp,3,peso,h1,clase_0,-1.215817897719207
mlp,3,peso,h1,clase_1,-0.12180340859556622
mlp,3,peso,h1,clase_2,1.050133276474076
mlp,3,peso,h2,clase_0,-0.6488269321346241
mlp,3,peso,h2,clase_1,1.20598288252028
mlp,3,peso,h2,clase_2,-0.6368637173129734
mlp,3,peso,h3,clase_0,1.2736616784495893
mlp,3,peso,h3,clase_1,0.39085725697829604
mlp,3,peso,h3,clase_2,-1.3486780559203875
mlp,3,peso,h4,clase_0,0.7324287040846992
mlp,3,peso,h4,clase_1,-1.3761852237036054
mlp,3,peso,h4,clase_2,-0.80797338181858
mlp,3,peso,h5,clase_0,-1.1551392169109236
mlp,3,peso,h5,clase_1,1.1045001072768463
mlp,3,peso,h5,clase_2,-1.0389816003898964
mlp,3,peso,h6,clase_0,-0.9473721135304032
mlp,3,peso,h6,clase_1,1.2683019628768133
mlp,3,peso,h6,clase_2,-1.1640204530362817
mlp,3,peso,h7,clase_0,1.3138867301124781
mlp,3,peso,h7,clase_1,-0.9913127846453853
mlp,3,peso,h7,clase_2,-1.0750582711148813
mlp,3,peso,h8,clase_0,-0.5388203060038027
mlp,3,peso,h8,clase_1,-0.8849440849109301
mlp,3,peso,h8,clase_2,1.5580492985970695
mlp,3,sesgo,1,clase_0,-0.023642472799887165
mlp,3,sesgo,1,clase_1,-0.32131275217442984
mlp,3,sesgo,1,clase_2,0.5554793289526154
